"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"04/06","Italie","Luigi Del Neri","out","Chievo Verona","Italy","FC Porto","Portugal","manager"
"01/07","Italie","Simone Bonomi","out","Chievo Verona","Italy","Napoli",NA,"Loan"
"01/07","Italie","M.  D'Angelo","out","Chievo Verona","Italy",NA,NA,""
"01/07","Italie","Conti Francesco","out","Chievo Verona","Italy","FC Porto","Portugal","assistant manager"
"01/07","Italie","G.  Frezzolini","out","Chievo Verona","Italy","Modena",NA,""
"01/07","Italie","Stefano Morrone","out","Chievo Verona","Italy","Palermo",NA,""
"01/07","Argentine","Mario Santana","out","Chievo Verona","Italy","Palermo",NA,"Return from loan"
"04/07","Italie","Luigi Sala","out","Chievo Verona","Italy","Atalanta",NA,""
"09/07","Italie","Giuseppe Sculli","out","Chievo Verona","Italy","Brescia",NA,"Loan"
"20/07","Italie","Andrea Barzagli","out","Chievo Verona","Italy","Palermo",NA,""
"03/08","Italie","Simone Perrotta","out","Chievo Verona","Italy","AS Roma",NA,"7.2 M€"
"01/09","Brésil","Juninho","out","Chievo Verona","Italy","Domzale","Slovenia",""
"29/10","Italie","De Franceschi","out","Chievo Verona","Italy","Bari",NA,""
"01/01","Italie","A.  Cariello","out","Chievo Verona","Italy","Frosinone",NA,""
"01/01","Brésil","Vinicio Cesar","out","Chievo Verona","Italy","Catania",NA,"Loan"
"01/01","Italie","Marco Esposito","out","Chievo Verona","Italy","Triestina",NA,""
"01/01","Italie","E.  Pesaresi","out","Chievo Verona","Italy","Torino",NA,"Loan"
"03/01","Italie","R.  Allegretti","out","Chievo Verona","Italy","Venezia",NA,"Loan"
"03/01","Italie","Davide Succi","out","Chievo Verona","Italy","Lucchese",NA,"Loan"
"10/05","Italie","Mario Beretta","out","Chievo Verona","Italy","Parma",NA,"manager"
"01/07","Italie","S.  Battistini","in",NA,NA,"Fiorentina","Italy","youth coach"
"01/07","Italie","P.  Bisoli","in",NA,NA,"Fiorentina","Italy","assistant manager"
"01/07","Italie","Dario Dainelli","in","Brescia",NA,"Fiorentina","Italy","5.5 M€"
"01/07","Italie","Federico Guidi","in","Empoli",NA,"Fiorentina","Italy","youth coach"
"01/07","Uruguay","Gianni Guigou","in","Siena",NA,"Fiorentina","Italy",""
"01/07","Italie","C.  Lupatelli","in","AS Roma",NA,"Fiorentina","Italy",""
"01/07","Nigeria","Chris Obodo","in","Perugia",NA,"Fiorentina","Italy",""
"18/07","Japon","H.  Nakata","in","Bologna",NA,"Fiorentina","Italy",""
"25/07","Italie","Enzo Maresca","in","Juventus",NA,"Fiorentina","Italy","Loan"
"28/07","Espagne","Javier Portillo","in","Real Madrid","Spain","Fiorentina","Italy","Loan"
"31/07","République tchèque","Tomas Ujfalusi","in","HSV","Germany","Fiorentina","Italy","7.5 M€"
"04/08","Chili","Jaime Valdes","in","Bari",NA,"Fiorentina","Italy",""
"30/08","Italie","G.  Chiellini","in","Juventus",NA,"Fiorentina","Italy","Loan"
"30/08","Danemark","M.  Jorgensen","in","Udinese",NA,"Fiorentina","Italy",""
"31/08","Italie","F.  Miccoli","in","Juventus",NA,"Fiorentina","Italy","7 M€"
"25/10","Italie","Sergio Buso","in",NA,NA,"Fiorentina","Italy","manager"
"26/01","Italie","Dino Zoff","in",NA,NA,"Fiorentina","Italy","manager"
"30/01","Italie","G.  Pazzini","in","Atalanta",NA,"Fiorentina","Italy","6.5 M€"
"31/01","Bulgarie","Valéri Bojinov","in","Lecce",NA,"Fiorentina","Italy","14 M€"
"31/01","Italie","Marco Donadel","in","Sampdoria",NA,"Fiorentina","Italy",""
"01/07","Italie","Michele Bacis","out","Fiorentina","Italy","Arezzo",NA,"Loan"
"01/07","Argentine","Daniel Bertoni","out","Fiorentina","Italy","Indep.","Argentina","scout"
"01/07","Italie","A.  Camorani","out","Fiorentina","Italy","Siena",NA,""
"01/07","Italie","Davide Carrus","out","Fiorentina","Italy","Bari",NA,""
"01/07","Italie","Carlo Cherubini","out","Fiorentina","Italy","Vicenza",NA,""
"01/07","Honduras","J. C.  de León","out","Fiorentina","Italy","Catanzaro",NA,"Loan"
"01/07","Italie","T.  Manfredini","out","Fiorentina","Italy","Catania",NA,""
"01/07","Italie","R.  Maspero","out","Fiorentina","Italy",NA,NA,""
"01/07","Italie","Roberto Ripa","out","Fiorentina","Italy",NA,NA,""
"01/07","Italie","Antonio Rizzo","out","Fiorentina","Italy","Spezia",NA,""
"01/07","Egypte","Hany Said","out","Fiorentina","Italy","Mons","Belgium",""
"01/07","Italie","M.  Scaglia","out","Fiorentina","Italy","Bari",NA,""
"08/07","Italie","M.  Graffiedi","out","Fiorentina","Italy","Siena",NA,""
"31/08","Italie","A.  Lucarelli","out","Fiorentina","Italy","Livorno",NA,""
"31/08","Grèce","Zisis Vryzas","out","Fiorentina","Italy","Celta Vigo","Spain","Loan"
"01/10","Italie","Andrea Ivan","out","Fiorentina","Italy","Pescara",NA,""
"25/10","Italie","E.  Mondonico","out","Fiorentina","Italy",NA,NA,"manager"
"01/01","Italie","Gaetano Fontana","out","Fiorentina","Italy","Napoli",NA,""
"13/01","Espagne","Javier Portillo","out","Fiorentina","Italy","Real Madrid","Spain","Return from loan"
"24/01","Italie","Sergio Buso","out","Fiorentina","Italy",NA,NA,"manager"
"31/01","Chili","Jaime Valdes","out","Fiorentina","Italy","Lecce",NA,"Free"
"01/06","Italie","G.  Favalli","in","Lazio",NA,"Inter Milan","Italy","Free"
"03/06","Argentine","J. S.  Verón","in","Chelsea","England","Inter Milan","Italy",""
"01/07","Italie","Marco Andreolli","in","Padua B",NA,"Inter Milan","Italy","400 k€"
"01/07","Italie","Nicola Beati","in","Triestina",NA,"Inter Milan","Italy","Return from loan"
"01/07","Italie","H.  Dellafiore","in",NA,NA,"Inter Milan","Italy",""
"02/07","Argentine","E.  Cambiasso","in","Real Madrid","Spain","Inter Milan","Italy","Free"
"07/07","Italie","Massimo Battara","in",NA,NA,"Inter Milan","Italy","goalkeeping coach"
"07/07","Argentine","N.  Burdisso","in","Boca Juniors","Argentina","Inter Milan","Italy",""
"07/07","Pays-Bas","Edgar Davids","in","Juventus",NA,"Inter Milan","Italy",""
"07/07","Italie","Roberto Mancini","in","Lazio",NA,"Inter Milan","Italy","manager"
"07/07","Italie","Giulio Nuciari","in","Lazio",NA,"Inter Milan","Italy","goalkeeping coach"
"07/07","Italie","Fernando Orsi","in","Lazio",NA,"Inter Milan","Italy","assistant manager"
"07/07","Italie","Fausto Salsano","in",NA,NA,"Inter Milan","Italy","assistant manager"
"08/07","Grèce","Lambros Choutos","in","Olympiacos","Greece","Inter Milan","Italy","Free"
"30/07","Serbie","S.  Mihajlovic","in","Lazio",NA,"Inter Milan","Italy",""
"31/07","Brésil","Zé Maria","in","Perugia",NA,"Inter Milan","Italy","1.7 M€"
"31/08","Uruguay","Fabián Carini","in","Standard","Belgium","Inter Milan","Italy","Free"
"19/12","Brésil","Júlio César","in","Flamengo","Brazil","Inter Milan","Italy","Free"
"23/05","Italie","C.  Verdelli","out","Inter Milan","Italy","Ternana",NA,"assistant manager"
"31/05","France","J.  Bréchet","out","Inter Milan","Italy","R. Sociedad","Spain","1.5 M€"
"15/06","France","S.  Dalmat","out","Inter Milan","Italy","Toulouse FC","France","Loan"
"15/06","Italie","Roberto Rossi","out","Inter Milan","Italy","Riccione",NA,"assistant manager"
"15/06","Italie","A.  Zaccheroni","out","Inter Milan","Italy",NA,NA,"manager"
"17/06","Turquie","Buruk Okan","out","Inter Milan","Italy","Besiktas","Turkey","Free"
"30/06","Italie","Piero Ausilio","out","Inter Milan","Italy","Spezia",NA,"Head of Youth Development"
"01/07","Nigeria","A. I.  Eliakwu","out","Inter Milan","Italy","Ascoli",NA,"Loan"
"01/07","Sénégal","Khalilou Fadiga","out","Inter Milan","Italy",NA,NA,"Free"
"01/07","Uruguay","Horacio Peralta","out","Inter Milan","Italy","Cagliari",NA,""
"21/07","Sierra Léone","Mohamed Kallon","out","Inter Milan","Italy","Monaco","France","4 M€"
"22/07","Danemark","Thomas Helveg","out","Inter Milan","Italy","Norwich","England","Free"
"12/08","Espagne","Javier Farinós","out","Inter Milan","Italy","Mallorca","Spain","Loan"
"26/08","Italie","Daniele Adani","out","Inter Milan","Italy","Brescia",NA,"1.5 M€"
"31/08","Italie","Fabio Cannavaro","out","Inter Milan","Italy","Juventus",NA,"9 M€"
"31/08","France","Sabri Lamouchi","out","Inter Milan","Italy","Genoa",NA,"Loan"
"31/08","Italie","Nicola Ventola","out","Inter Milan","Italy","Crystal Palace","England","Loan"
"01/01","Italie","Alex Cordaz","out","Inter Milan","Italy","Acireale",NA,""
"01/01","Brésil","Júlio César","out","Inter Milan","Italy","Chievo",NA,"Loan"
"10/01","Grèce","Lambros Choutos","out","Inter Milan","Italy","Atalanta",NA,"Loan"
"14/01","Italie","G.  Pasquale","out","Inter Milan","Italy","Siena",NA,"Loan"
"31/01","Italie","Nicola Beati","out","Inter Milan","Italy","Arezzo",NA,"Loan"
"28/05","Italie","Fabio Capello","in","AS Roma",NA,"Juventus","Italy","manager"
"01/07","Italie","Manuele Blasi","in","Parma",NA,"Juventus","Italy","Return from loan"
"01/07","Italie","Italo Galbiati","in","AS Roma",NA,"Juventus","Italy","assistant manager"
"01/07","France","Olivier Kapo","in","Auxerre","France","Juventus","Italy","Free"
"01/07","Uruguay","Rubén Olivera","in","Atlético","Spain","Juventus","Italy","Return from loan"
"01/07","Italie","Franco Tancredi","in","AS Roma",NA,"Juventus","Italy","goalkeeping coach"
"01/07","Uruguay","M.  Zalayeta","in","Perugia",NA,"Juventus","Italy","Return from loan"
"01/07","France","Jonathan Zebina","in","AS Roma",NA,"Juventus","Italy","Free"
"27/07","Brésil","Émerson","in","AS Roma",NA,"Juventus","Italy",""
"31/08","Italie","Fabio Cannavaro","in","Inter Milan",NA,"Juventus","Italy","9 M€"
"31/08","Suède","Z.  Ibrahimovic","in","Ajax","Netherlands","Juventus","Italy","16 M€"
"01/01","Roumanie","Adrian Mutu","in",NA,NA,"Juventus","Italy","Free"
"27/05","Italie","Antonio Conte","out","Juventus","Italy",NA,NA,"Free"
"28/05","Italie","Claudio Gaudino","out","Juventus","Italy","Italy",NA,"fitness coach"
"28/05","Italie","N.  Pezzotti","out","Juventus","Italy",NA,NA,"assistant manager"
"01/07","Italie","Antonio Mirante","out","Juventus","Italy","Crotone",NA,"Loan"
"01/07","Italie","R.  Palladino","out","Juventus","Italy","Salernitana",NA,"Loan"
"01/07","Italie","G.  Ventrone","out","Juventus","Italy","AC Ajaccio","France","fitness coach"
"07/07","Pays-Bas","Edgar Davids","out","Juventus","Italy","Inter Milan",NA,""
"16/07","Italie","Marcello Lippi","out","Juventus","Italy","Italy",NA,"manager"
"20/07","Italie","Marco Di Vaio","out","Juventus","Italy","Valencia CF","Spain","10.5 M€"
"25/07","Italie","Enzo Maresca","out","Juventus","Italy","Fiorentina",NA,"Loan"
"30/08","Italie","G.  Chiellini","out","Juventus","Italy","Fiorentina",NA,"Loan"
"31/08","Italie","F.  Miccoli","out","Juventus","Italy","Fiorentina",NA,"7 M€"
"01/01","Russie","V.  Budyanskiy","out","Juventus","Italy","Reggina",NA,""
"01/01","Italie","Legrottaglie","out","Juventus","Italy","Bologna",NA,"Loan"
"12/01","Italie","Mark Iuliano","out","Juventus","Italy","Mallorca","Spain",""
"27/01","Croatie","Igor Tudor","out","Juventus","Italy","Siena",NA,"Loan"
"01/07","Italie","Marco Angeletti","in","Albalonga",NA,"Lazio","Italy",""
"01/07","Italie","Dino Baggio","in","Ancona",NA,"Lazio","Italy","Return from loan"
"01/07","Italie","C.  Bergodi","in","Sassuolo",NA,"Lazio","Italy","assistant manager"
"01/07","Italie","C.  De Sousa","in","Fondi",NA,"Lazio","Italy",""
"01/07","Côte d'Ivoire","C.  Manfredini","in","Perugia",NA,"Lazio","Italy",""
"01/07","Italie","Fabrizio Melara","in","Juve Stabia",NA,"Lazio","Italy",""
"01/07","Macédoine du Nord","Goran Pandev","in","Ancona",NA,"Lazio","Italy","8 M€"
"01/07","Italie","Danilo Pileggi","in","Lamezia",NA,"Lazio","Italy","youth coach"
"01/07","Italie","Walter Sabatini","in","Arezzo",NA,"Lazio","Italy","responsable recrutement"
"01/07","Italie","S.  Sannibale","in","ASD Astrea",NA,"Lazio","Italy",""
"10/08","Italie","Paolo Di Canio","in","Charlton","England","Lazio","Italy","Free"
"16/08","Espagne","Óscar López","in","Barça","Spain","Lazio","Italy","Loan"
"31/08","Italie","E.  Filippini","in","Palermo",NA,"Lazio","Italy","Loan"
"31/08","Italie","A.  Filippini","in","Palermo",NA,"Lazio","Italy","Loan"
"31/08","Argentine","González","in","Gim. La Plata","Argentina","Lazio","Italy",""
"31/08","Venezuela","Mea Vitali","in","Caracas","Venezuela","Lazio","Italy",""
"31/08","Argentine","Braian Robert","in","Indep.","Argentina","Lazio","Italy",""
"31/08","Italie","Tommaso Rocchi","in","Empoli",NA,"Lazio","Italy",""
"31/08","Croatie","Anthony Seric","in","Hellas Verona",NA,"Lazio","Italy","Loan"
"31/08","Italie","S.  Siviglia","in","Lecce",NA,"Lazio","Italy","Loan"
"31/08","Argentine","L.  Talamonti","in","Rosario","Argentina","Lazio","Italy",""
"22/09","Argentine","Matías Lequi","in","Atlético","Spain","Lazio","Italy",""
"29/12","Italie","G.  Papadopulo","in","Siena",NA,"Lazio","Italy","manager"
"01/01","Italie","Fabio Bazzani","in","Sampdoria",NA,"Lazio","Italy",""
"01/06","Italie","G.  Favalli","out","Lazio","Italy","Inter Milan",NA,"Free"
"03/06","Italie","Fernando Orsi","out","Lazio","Italy","Inter Milan",NA,"assistant manager"
"14/06","Italie","Roberto Mancini","out","Lazio","Italy","Inter Milan",NA,"manager"
"01/07","Italie","G.  Gottardi","out","Lazio","Italy",NA,NA,"Free"
"01/07","Italie","Giulio Nuciari","out","Lazio","Italy","Inter Milan",NA,"goalkeeping coach"
"01/07","Italie","R.  Rambaudi","out","Lazio","Italy",NA,NA,"youth coach"
"01/07","Pays-Bas","Jaap Stam","out","Lazio","Italy","AC Milan",NA,"Free"
"07/07","Italie","B.  Corradi","out","Lazio","Italy","Valencia CF","Spain","10 M€"
"07/07","Italie","Stefano Fiore","out","Lazio","Italy","Valencia CF","Spain","8 M€"
"19/07","Italie","Ugo Longo","out","Lazio","Italy",NA,NA,"chairman"
"21/07","Italie","D.  Albertini","out","Lazio","Italy","Atalanta",NA,""
"30/07","Serbie","S.  Mihajlovic","out","Lazio","Italy","Inter Milan",NA,""
"03/08","Argentine","Claudio López","out","Lazio","Italy","América","Mexico","Loan"
"20/12","Italie","C.  Bergodi","out","Lazio","Italy","Lecce",NA,"assistant manager"
"22/12","Italie","Domenico Caso","out","Lazio","Italy",NA,NA,"manager"
"01/01","Argentine","Braian Robert","out","Lazio","Italy","Catanzaro",NA,"Loan"
"10/01","Italie","Simone Inzaghi","out","Lazio","Italy","Sampdoria",NA,"Loan"
"15/06","République tchèque","Zdenek Zeman","in","Avellino",NA,"Lecce","Italy","manager"
"01/07","Italie","Luca Anania","in","Avellino",NA,"Lecce","Italy",""
"01/07","Brésil","Babú","in","Venezia",NA,"Lecce","Italy",""
"01/07","Italie","A.  Camisa","in",NA,NA,"Lecce","Italy",""
"01/07","Italie","V.  Cangelosi","in",NA,NA,"Lecce","Italy","assistant manager"
"01/07","Mali","Diamouténé","in","Perugia",NA,"Lecce","Italy",""
"01/07","Italie","Davide Giorgino","in","Rezzato",NA,"Lecce","Italy",""
"01/07","Italie","Italo Mattioli","in",NA,NA,"Lecce","Italy",""
"01/07","Italie","R.  Miggiano","in","Latina",NA,"Lecce","Italy","youth coach"
"08/07","Italie","S.  Dalla Bona","in","Bologna",NA,"Lecce","Italy","Loan"
"08/07","Italie","F.  Marianini","in","Triestina",NA,"Lecce","Italy",""
"09/07","Italie","Massimo Paci","in","Ternana",NA,"Lecce","Italy",""
"01/08","Finlande","A.  Eremenko","in","HJK Helsinki","Finland","Lecce","Italy","250 k€"
"21/08","Croatie","Sasa Bjelanovic","in","Genoa",NA,"Lecce","Italy","Loan"
"31/08","Italie","Alex Pinardi","in","Atalanta",NA,"Lecce","Italy","Free"
"01/01","Italie","G.  Cozzolino","in","Giulianova",NA,"Lecce","Italy",""
"01/01","Côte d'Ivoire","Arnaud Kouyo","in","Mons","Belgium","Lecce","Italy","Return from loan"
"14/01","Brésil","Angelo","in","Criciúma","Brazil","Lecce","Italy",""
"31/01","Chili","Jaime Valdes","in","Fiorentina",NA,"Lecce","Italy","Free"
"18/05","Italie","Max Tonetto","out","Lecce","Italy","Sampdoria",NA,""
"22/05","Italie","Delio Rossi","out","Lecce","Italy",NA,NA,"manager"
"01/07","France","Philippe Billy","out","Lecce","Italy","Mons","Belgium","Loan"
"01/07","Colombie","Jorge Bolano","out","Lecce","Italy","Parma",NA,"Return from loan"
"01/07","France","Wilfried Dalmat","out","Lecce","Italy","Grenoble","France","Return from loan"
"01/07","Italie","Franceschini","out","Lecce","Italy","Chievo",NA,"Return from loan"
"01/07","Italie","N.  Mariniello","out","Lecce","Italy","Catania",NA,""
"01/07","Italie","S.  Siviglia","out","Lecce","Italy","Lazio",NA,"Loan"
"13/07","Côte d'Ivoire","Arnaud Kouyo","out","Lecce","Italy","Mons","Belgium",""
"16/07","Uruguay","J.  Chevantón","out","Lecce","Italy","Monaco","France","10 M€"
"16/08","Italie","Cesare Bovo","out","Lecce","Italy","Parma",NA,"Loan"
"01/09","Italie","Graziano Pellè","out","Lecce","Italy","Catania",NA,"Loan"
"28/01","Italie","C.  Silvestri","out","Lecce","Italy","Catania",NA,""
"31/01","Bulgarie","Valéri Bojinov","out","Lecce","Italy","Fiorentina",NA,"14 M€"
"25/06","Italie","Franco Colomba","in","Reggina",NA,"Livorno","Italy","manager"
"01/07","Italie","Marco Amelia","in","Parma",NA,"Livorno","Italy","Return from loan"
"01/07","Chili","Nicolas Cordova","in","Bari",NA,"Livorno","Italy",""
"01/07","Italie","Fabio Galante","in","Torino",NA,"Livorno","Italy","Loan"
"01/07","Italie","Attilio Perotti","in",NA,NA,"Livorno","Italy","Sports Coordinator"
"01/07","Italie","Pietro Spinosa","in","Genoa",NA,"Livorno","Italy","goalkeeping coach"
"09/07","Italie","Corrado Colombo","in","Piacenza",NA,"Livorno","Italy","Loan"
"09/07","Italie","A.  Grandoni","in","Modena",NA,"Livorno","Italy",""
"16/07","Italie","Giallombardo","in","Catania",NA,"Livorno","Italy",""
"19/07","Portugal","J. L.  Vidigal","in","Napoli",NA,"Livorno","Italy",""
"26/07","Chili","Jorge Vargas","in","Empoli",NA,"Livorno","Italy",""
"31/08","Italie","A.  Lucarelli","in","Fiorentina",NA,"Livorno","Italy",""
"01/09","Ghana","Emmanuel Osei","in","Sebatspor","Turkey","Livorno","Italy",""
"11/01","Italie","R.  Donadoni","in","Genoa",NA,"Livorno","Italy","manager"
"25/01","République tchèque","Mario Licka","in","Banik","Czech Republic","Livorno","Italy","Loan"
"27/01","Brésil","Paulinho","in","Juventude","Brazil","Livorno","Italy",""
"15/06","Italie","Walter Mazzarri","out","Livorno","Italy","Reggina",NA,"manager"
"26/06","Italie","G.  Chiellini","out","Livorno","Italy","Juventus",NA,""
"01/07","Italie","E.  Biliotti","out","Livorno","Italy","Venezia",NA,""
"01/07","Italie","Juri Cannarsa","out","Livorno","Italy","Reggina",NA,""
"01/07","Italie","M.  Ciaramitaro","out","Livorno","Italy","AC Cesena",NA,"Loan"
"01/07","Italie","A.  Del Tongo","out","Livorno","Italy","Martina",NA,""
"01/07","Italie","Stefano Fanucci","out","Livorno","Italy","Pescara",NA,"Loan"
"01/07","Italie","Nicola Iannotti","out","Livorno","Italy","Sangiovannese",NA,""
"01/07","Italie","Nicola Pavarini","out","Livorno","Italy","Reggina",NA,""
"01/07","Italie","Andrea Rabito","out","Livorno","Italy","Ternana",NA,""
"31/08","Italie","Richard Vanigli","out","Livorno","Italy","Empoli",NA,""
"01/01","Chili","Nicolas Cordova","out","Livorno","Italy","Ascoli",NA,""
"01/01","Italie","A.  Evangelisti","out","Livorno","Italy","Prato",NA,"Loan"
"10/01","Italie","Franco Colomba","out","Livorno","Italy",NA,NA,"manager"
"31/01","Italie","A.  Gambadori","out","Livorno","Italy","Pavia",NA,""
"29/06","Japon","A.  Yanagisawa","in","Sampdoria",NA,"Messina","Italy",""
"01/07","Italie","Nicola Amoruso","in","Modena",NA,"Messina","Italy",""
"01/07","Italie","V.  Bernardo","in","Siracusa",NA,"Messina","Italy",""
"01/07","Italie","A.  Cucciari","in","Siena",NA,"Messina","Italy",""
"01/07","Italie","Simone Eramo","in","Bastia 1924",NA,"Messina","Italy",""
"01/07","Grèce","P.  Gonias","in","Olympiacos","Greece","Messina","Italy",""
"01/07","Italie","R.  Zampagna","in","Ternana",NA,"Messina","Italy",""
"08/07","Italie","Massimo Donati","in","Sampdoria",NA,"Messina","Italy","Loan"
"08/07","Italie","Marco Zanchi","in","Bologna",NA,"Messina","Italy","Loan"
"09/07","Italie","Mirko Conte","in","Sampdoria",NA,"Messina","Italy","Free"
"12/07","Serbie","Ivica Iliev","in","Partizan","Serbia","Messina","Italy",""
"14/07","Grèce","Eleftheropoulos","in","Olympiacos","Greece","Messina","Italy","Free"
"15/07","Brésil","Rafael","in","Flamengo","Brazil","Messina","Italy",""
"27/01","Italie","G.  D'Agostino","in","AS Roma",NA,"Messina","Italy","Loan"
"28/01","Italie","F.  Cristante","in","Piacenza",NA,"Messina","Italy",""
"01/07","Italie","S.  Accursi","out","Messina","Italy","Napoli",NA,""
"01/07","France","Landry Bonnefoi","out","Messina","Italy","Juventus B",NA,"Return from loan"
"01/07","Italie","S. Q.  Campolo","out","Messina","Italy","Catanzaro",NA,""
"01/07","Italie","G.  Di Meglio","out","Messina","Italy","Grosseto",NA,""
"01/07","Italie","R.  Gambuzza","out","Messina","Italy","Igea Virtus",NA,""
"01/07","Italie","Andrea Gentile","out","Messina","Italy","Arezzo",NA,""
"01/07","Italie","A. D.  Greco","out","Messina","Italy","Giulianova",NA,""
"01/07","Paraguay","Tomás Guzmán","out","Messina","Italy","Crotone",NA,""
"01/07","Italie","Niccolo Guzzo","out","Messina","Italy","Acireale",NA,""
"01/07","Italie","Luigi Lavecchia","out","Messina","Italy","Arezzo",NA,""
"01/07","Italie","V.  Patania","out","Messina","Italy","Perugia",NA,"manager"
"01/07","Italie","N.  Princivalli","out","Messina","Italy","Triestina",NA,""
"01/07","Argentine","Roberto Sosa","out","Messina","Italy","Napoli",NA,""
"01/07","Italie","G.  Temelin","out","Messina","Italy","Pro Patria",NA,""
"01/07","Italie","Igor Zaniolo","out","Messina","Italy","Salernitana",NA,"Loan"
"01/01","Italie","Mirko Conte","out","Messina","Italy","Arezzo",NA,""
"01/01","Italie","Simone Eramo","out","Messina","Italy","Taranto",NA,"Loan"
"01/01","Grèce","P.  Gonias","out","Messina","Italy","Crotone",NA,""
"01/06","Brésil","Adriano","in","Grêmio","Brazil","Palermo","Italy",""
"30/06","Italie","C.  Zaccardo","in","Bologna",NA,"Palermo","Italy","680 k€"
"01/07","Italie","Franco Brienza","in","Perugia",NA,"Palermo","Italy","Return from loan"
"01/07","Argentine","M.  González","in","Racing Club","Argentina","Palermo","Italy",""
"01/07","Italie","Stefano Morrone","in","Chievo",NA,"Palermo","Italy",""
"01/07","Italie","Generoso Rossi","in","Siena",NA,"Palermo","Italy",""
"01/07","Argentine","Mario Santana","in","Chievo",NA,"Palermo","Italy","Return from loan"
"06/07","Argentine","Ernesto Farías","in","Estudiantes LP","Argentina","Palermo","Italy",""
"16/07","Italie","Simone Barone","in","Parma",NA,"Palermo","Italy",""
"20/07","Italie","Andrea Barzagli","in","Chievo",NA,"Palermo","Italy",""
"24/08","Italie","M.  Guardalben","in","Piacenza",NA,"Palermo","Italy",""
"27/08","Italie","C.  Raimondi","in","Albinoleffe",NA,"Palermo","Italy",""
"28/01","Italie","D.  Possanzini","in","Albinoleffe",NA,"Palermo","Italy",""
"01/06","Italie","Gianluca Atzori","out","Palermo","Italy",NA,NA,""
"30/06","Roumanie","V.  Nastase","out","Palermo","Italy","Bologna",NA,""
"01/07","Italie","D.  Di Donato","out","Palermo","Italy","Siena",NA,""
"01/07","Brésil","Jeda","out","Palermo","Italy","Piacenza",NA,""
"01/07","Italie","S.  Masiello","out","Palermo","Italy","Piacenza",NA,""
"01/07","Italie","Simone Pepe","out","Palermo","Italy","Piacenza",NA,"Loan"
"01/07","Italie","Evans Soligo","out","Palermo","Italy","Triestina",NA,""
"01/07","Italie","Gaetano Vasari","out","Palermo","Italy","Vittoria",NA,""
"25/08","Italie","Gianluca Berti","out","Palermo","Italy","Parma",NA,""
"31/08","Italie","E.  Filippini","out","Palermo","Italy","Lazio",NA,"Loan"
"31/08","Italie","A.  Filippini","out","Palermo","Italy","Lazio",NA,"Loan"
"01/01","Italie","A.  Gasbarroni","out","Palermo","Italy","Sampdoria",NA,""
"10/01","Italie","D.  Bortoluzzi","out","Palermo","Italy","Treviso B",NA,"assistant manager"
"13/01","Brésil","Adriano","out","Palermo","Italy","Atalanta",NA,""
"31/01","Italie","Generoso Rossi","out","Palermo","Italy","QPR","England","Free"
"01/02","Argentine","Ernesto Farías","out","Palermo","Italy",NA,NA,""
"16/06","Italie","Silvio Baldini","in",NA,NA,"Parma","Italy","manager"
"01/07","Italie","Gianluca Atzori","in",NA,NA,"Parma","Italy","assistant manager"
"01/07","Colombie","Jorge Bolano","in","Lecce",NA,"Parma","Italy","Return from loan"
"01/07","Italie","A.  Budel","in","Genoa",NA,"Parma","Italy",""
"01/07","Italie","Matteo Contini","in","Avellino",NA,"Parma","Italy",""
"01/07","Italie","A.  De Lucia","in","Salernitana",NA,"Parma","Italy","Return from loan"
"01/07","Italie","Daniele Dessena","in","Brescia",NA,"Parma","Italy",""
"01/07","Australie","Vincenzo Grella","in","Empoli",NA,"Parma","Italy",""
"01/07","Italie","Gaetano Grieco","in","Genoa",NA,"Parma","Italy","Return from loan"
"01/07","Italie","Andrea Pisanu","in","Varese",NA,"Parma","Italy",""
"01/07","Italie","F.  Ruopolo","in","Rezzato",NA,"Parma","Italy",""
"01/07","Italie","T.  Sorrentino","in","Avellino",NA,"Parma","Italy",""
"03/08","Italie","D.  Ferronetti","in","AS Roma B",NA,"Parma","Italy",""
"11/08","Brésil","Fábio Simplício","in","São Paulo","Brazil","Parma","Italy","Free"
"16/08","Italie","Cesare Bovo","in","Lecce",NA,"Parma","Italy","Loan"
"25/08","Italie","Gianluca Berti","in","Palermo",NA,"Parma","Italy",""
"30/08","Italie","M.  Maccarone","in","Middlesbrough","England","Parma","Italy","Loan"
"01/01","Italie","S.  Bettarini","in","Sampdoria",NA,"Parma","Italy",""
"19/01","Italie","Fabio Vignaroli","in","Modena",NA,"Parma","Italy","Loan"
"20/01","Italie","Luca Bucci","in","Empoli",NA,"Parma","Italy",""
"01/02","Italie","Renato Olive","in","Napoli",NA,"Parma","Italy",""
"29/05","Italie","C.  Prandelli","out","Parma","Italy","AS Roma",NA,"manager"
"27/06","Italie","Benito Carbone","out","Parma","Italy","Catanzaro",NA,""
"01/07","Italie","Marco Amelia","out","Parma","Italy","Livorno",NA,"Return from loan"
"01/07","Italie","D.  Ballardini","out","Parma","Italy","Sambenedettese",NA,"youth coach"
"01/07","Italie","A.  Benarrivo","out","Parma","Italy",NA,NA,""
"01/07","Italie","Manuele Blasi","out","Parma","Italy","Juventus",NA,"Return from loan"
"01/07","Italie","F.  Cammarata","out","Parma","Italy","Catanzaro",NA,""
"01/07","Italie","V.  Di Palma","out","Parma","Italy","AS Roma",NA,"goalkeeping coach"
