"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"30/06","Italie","W.  Falcone","in","Gavorrano",NA,"Sampdoria","Italy","Return from loan"
"01/07","Italie","G.  Rolando","in","Palermo",NA,"Sampdoria","Italy","Return from loan"
"06/07","République tchèque","Jakub Jankto","in","Udinese",NA,"Sampdoria","Italy","15 M€"
"16/07","Brésil","Junior","in","São Paulo B","Brazil","Sampdoria","Italy","Loan"
"17/07","Italie","Emil Audero","in","Juventus",NA,"Sampdoria","Italy","20 M€"
"22/07","Brésil","Rafael","in",NA,NA,"Sampdoria","Italy","Free"
"24/07","France","G.  Defrel","in","AS Roma",NA,"Sampdoria","Italy","20 M€"
"31/07","Angleterre","R.  Vieira Nan","in","Leeds","England","Sampdoria","Italy","7 M€"
"14/08","Suède","Albin Ekdal","in","HSV","Germany","Sampdoria","Italy","2.2 M€"
"17/08","Italie","R.  Saponara","in","Fiorentina",NA,"Sampdoria","Italy","Loan"
"17/08","Italie","Lorenzo Tonelli","in","Napoli",NA,"Sampdoria","Italy","Loan"
"01/01","Brésil","Dodô","in","Santos","Brazil","Sampdoria","Italy","Return from loan"
"11/01","Italie","M.  Gabbiadini","in","Southampton","England","Sampdoria","Italy","14 M€"
"31/01","Italie","Marco Sau","in","Cagliari",NA,"Sampdoria","Italy",""
"22/06","Italie","E.  Viviano","out","Sampdoria","Italy","Sporting CP","Portugal","2 M€"
"30/06","Italie","G.  Ferrari","out","Sampdoria","Italy","Sassuolo",NA,"Return from loan"
"30/06","Colombie","Duvan Zapata","out","Sampdoria","Italy","Napoli",NA,"Return from loan"
"01/07","Nigeria","Stanley Amuzie","out","Sampdoria","Italy","Lugano","Switzerland",""
"01/07","Croatie","Ante Budimir","out","Sampdoria","Italy","Crotone",NA,"2 M€"
"01/07","Slovaquie","David Ivan","out","Sampdoria","Italy","Vis Pesaro",NA,"Loan"
"01/07","République tchèque","Patrik Schick","out","Sampdoria","Italy","AS Roma",NA,"14 M€"
"01/07","Croatie","Ivan Strinic","out","Sampdoria","Italy","AC Milan",NA,"Free"
"06/07","Italie","Antonio Palumbo","out","Sampdoria","Italy","Salernitana",NA,"Loan"
"10/07","Uruguay","Lucas Torreira","out","Sampdoria","Italy","Arsenal","England","30 M€"
"11/07","Argentine","R.  Álvarez","out","Sampdoria","Italy",NA,NA,""
"11/07","Colombie","Duvan Zapata","out","Sampdoria","Italy","Atalanta",NA,"Loan"
"14/07","Italie","F.  Bonazzoli","out","Sampdoria","Italy","Padua",NA,"Loan"
"20/07","Espagne","Bambo Diaby","out","Sampdoria","Italy","Lokeren","Belgium",""
"27/07","Venezuela","Andres Ponce","out","Sampdoria","Italy","Anzhi","Russia","Free"
"03/08","Italie","L.  Capezzi","out","Sampdoria","Italy","Empoli",NA,"Loan"
"03/08","Italie","Andrea Tozzo","out","Sampdoria","Italy","Hellas Verona",NA,"Loan"
"06/08","Argentine","M.  Silvestre","out","Sampdoria","Italy","Empoli",NA,""
"10/08","Italie","Federico Furlan","out","Sampdoria","Italy","Ternana",NA,"190 k€"
"15/08","Croatie","Lorenco Simic","out","Sampdoria","Italy","SPAL",NA,"Loan"
"17/08","Italie","Valerio Verre","out","Sampdoria","Italy","Perugia",NA,"Loan"
"23/08","Italie","W.  Falcone","out","Sampdoria","Italy","Lucchese",NA,"Loan"
"21/01","Italie","G.  Rolando","out","Sampdoria","Italy","Carpi",NA,"Loan"
"23/01","Brésil","Dodô","out","Sampdoria","Italy","Cruzeiro","Brazil","Loan"
"31/01","Pologne","Dawid Kownacki","out","Sampdoria","Italy","Düsseldorf","Germany","Loan"
"31/01","Italie","Vasco Regini","out","Sampdoria","Italy","SPAL",NA,"Loan"
"22/06","Serbie","Filip Djuricic","in","Benevento",NA,"Sassuolo","Italy",""
"27/06","Italie","L.  Sernicola","in","Matera",NA,"Sassuolo","Italy",""
"29/06","Danemark","Jens Odgaard","in","Inter U-19",NA,"Sassuolo","Italy","5 M€"
"30/06","Italie","G.  Ferrari","in","Sampdoria",NA,"Sassuolo","Italy","Return from loan"
"01/07","Italie","R.  De Zerbi","in","Benevento",NA,"Sassuolo","Italy","manager"
"01/07","Italie","D.  Possanzini","in","Benevento",NA,"Sassuolo","Italy","assistant manager"
"01/07","Italie","A.  Tripaldelli","in","Juventus U-19",NA,"Sassuolo","Italy","1.5 M€"
"01/07","Italie","Marcello Trotta","in","Crotone",NA,"Sassuolo","Italy","Return from loan"
"04/07","Italie","Di Francesco","in","Bologna",NA,"Sassuolo","Italy","10 M€"
"05/07","Ghana","K.-P. Boateng","in","E Francfort","Germany","Sassuolo","Italy",""
"17/07","Maroc","Mehdi Bourabia","in","Konyaspor","Turkey","Sassuolo","Italy","2.3 M€"
"17/07","Brésil","Rogerio","in","Juventus",NA,"Sassuolo","Italy",""
"21/07","Côte d'Ivoire","Jérémie Boga","in","Chelsea","England","Sassuolo","Italy",""
"27/07","Italie","G.  Magnani","in","Juventus",NA,"Sassuolo","Italy",""
"02/08","Italie","Enrico Brignola","in","Benevento",NA,"Sassuolo","Italy","3.5 M€"
"13/08","Italie","M.  Locatelli","in","AC Milan",NA,"Sassuolo","Italy","10 M€"
"16/08","Brésil","Marlon","in","Barça","Spain","Sassuolo","Italy","6 M€"
"22/01","Italie","G.  Scamacca","in","Zwolle","Netherlands","Sassuolo","Italy","Return from loan"
"30/01","Turquie","Merih Demiral","in","Alanyaspor","Turkey","Sassuolo","Italy","7 M€"
"05/06","Italie","G.  Iachini","out","Sassuolo","Italy",NA,NA,"manager"
"09/06","Italie","Guido Angelozzi","out","Sassuolo","Italy","Spezia",NA,"Technical Director"
"30/06","Italie","G.  Carillo","out","Sassuolo","Italy",NA,NA,"assistant manager"
"30/06","Italie","F.  Lorieri","out","Sassuolo","Italy",NA,NA,"goalkeeping coach"
"30/06","Brésil","Rogerio","out","Sassuolo","Italy","Juventus",NA,"Return from loan"
"01/07","France","G.  Defrel","out","Sassuolo","Italy","AS Roma",NA,"20 M€"
"01/07","Italie","Leonardo Marson","out","Sassuolo","Italy","Palermo B",NA,"Return from loan"
"01/07","Italie","Matteo Politano","out","Sassuolo","Italy","Inter Milan",NA,"20 M€"
"02/07","Italie","Luca Antei","out","Sassuolo","Italy","Benevento",NA,"3 M€"
"04/07","Italie","D.  Falcinelli","out","Sassuolo","Italy","Bologna",NA,"10 M€"
"08/07","Italie","S.  Franchini","out","Sassuolo","Italy","Reggina",NA,"Loan"
"09/07","Italie","Luca Mazzitelli","out","Sassuolo","Italy","Genoa",NA,"8 M€"
"10/07","Italie","F.  Acerbi","out","Sassuolo","Italy","Lazio",NA,"10 M€"
"10/07","Italie","N.  Pierini","out","Sassuolo","Italy","Spezia",NA,"Loan"
"15/07","Italie","E.  Goldaniga","out","Sassuolo","Italy","Frosinone",NA,"Loan"
"25/07","Italie","R.  Marchizza","out","Sassuolo","Italy","Crotone",NA,"Loan"
"01/08","Italie","F.  Cassata","out","Sassuolo","Italy","Frosinone",NA,"Loan"
"02/08","Italie","F.  Bandinelli","out","Sassuolo","Italy","Benevento",NA,"Loan"
"03/08","Italie","Antonino Ragusa","out","Sassuolo","Italy","Hellas Verona",NA,""
"06/08","Italie","Davide Biondini","out","Sassuolo","Italy","RC Cesena",NA,"Free"
"13/08","Italie","Pietro Iemmello","out","Sassuolo","Italy","Foggia",NA,"Loan"
"13/08","Italie","S.  Missiroli","out","Sassuolo","Italy","SPAL",NA,"2.5 M€"
"16/08","Italie","Davide Frattesi","out","Sassuolo","Italy","Ascoli",NA,"Loan"
"17/08","Pays-Bas","Timo Letschert","out","Sassuolo","Italy","Utrecht","Netherlands","Loan"
"17/08","Italie","Marco Pinato","out","Sassuolo","Italy","Venezia",NA,"Loan"
"31/08","Italie","A.  Tripaldelli","out","Sassuolo","Italy","Zwolle","Netherlands","Loan"
"21/01","Ghana","K.-P. Boateng","out","Sassuolo","Italy","Barça","Spain","Loan"
"25/01","Italie","Marcello Trotta","out","Sassuolo","Italy","Frosinone",NA,""
"31/01","Italie","C.  Dell'Orco","out","Sassuolo","Italy","Empoli",NA,"Loan"
"18/06","Algérie","M. S.  Farès","in","Hellas Verona",NA,"SPAL","Italy","2.7 M€"
"28/06","Italie","L.  Dickmann","in","Novara",NA,"SPAL","Italy","Loan"
"30/06","Italie","T.  Costantini","in","Juve Stabia",NA,"SPAL","Italy","Return from loan"
"30/06","Italie","J. P.  Murano","in","Trapani",NA,"SPAL","Italy","Return from loan"
"01/07","Sénégal","Alfred Gomis","in","Torino",NA,"SPAL","Italy","1.5 M€"
"01/07","Slovénie","Jasmin Kurtic","in","Atalanta",NA,"SPAL","Italy","4.8 M€"
"02/07","Sénégal","Demba Thiam","in","Fano",NA,"SPAL","Italy","Return from loan"
"06/07","Serbie","Vanja Savic","in","Torino",NA,"SPAL","Italy","Loan"
"06/07","Italie","Mattia Valoti","in","Hellas Verona",NA,"SPAL","Italy","3 M€"
"17/07","Suisse","Johan Djourou","in","Antalyaspor","Turkey","SPAL","Italy",""
"19/07","Italie","Andrea Petagna","in","Atalanta",NA,"SPAL","Italy","12 M€"
"25/07","Italie","G.  Moncini","in","AC Cesena",NA,"SPAL","Italy",""
"13/08","Italie","S.  Missiroli","in","Sassuolo",NA,"SPAL","Italy","2.5 M€"
"15/08","Croatie","Lorenco Simic","in","Sampdoria",NA,"SPAL","Italy","Loan"
"16/08","Italie","Kevin Bonifazi","in","Torino",NA,"SPAL","Italy",""
"16/08","Italie","M.  Valdifiori","in","Torino",NA,"SPAL","Italy","1 M€"
"30/11","Suède","P. M.  Konate","in","FC Cincinnati","United States","SPAL","Italy","Return from loan"
"01/01","Italie","E.  Viviano","in","Sporting CP","Portugal","SPAL","Italy","Loan"
"30/01","Italie","A.  Murgia","in","Lazio",NA,"SPAL","Italy","Loan"
"31/01","Italie","A.  Fulignati","in","Ascoli",NA,"SPAL","Italy","Loan"
"31/01","Monténégro","Marko Jankovic","in","Partizan","Serbia","SPAL","Italy","1.8 M€"
"31/01","Italie","Vasco Regini","in","Sampdoria",NA,"SPAL","Italy","Loan"
"16/06","Slovénie","Jasmin Kurtic","out","SPAL","Italy","Atalanta",NA,"Return from loan"
"30/06","Sénégal","Alfred Gomis","out","SPAL","Italy","Torino",NA,"Return from loan"
"01/07","Italie","F.  Bonazzoli","out","SPAL","Italy","Sampdoria",NA,"Return from loan"
"01/07","Sénégal","Boukary Dramé","out","SPAL","Italy",NA,NA,""
"01/07","Italie","Alberto Grassi","out","SPAL","Italy","Napoli",NA,"Return from loan"
"01/07","Italie","G.  Marchegiani","out","SPAL","Italy","Gubbio",NA,"Free"
"01/07","Italie","F.  Mattiello","out","SPAL","Italy","Atalanta",NA,"Return from loan"
"01/07","Croatie","Lorenco Simic","out","SPAL","Italy","Sampdoria",NA,"Return from loan"
"02/07","Italie","M.  Castagnetti","out","SPAL","Italy","Cremonese",NA,""
"05/07","Italie","Alex Meret","out","SPAL","Italy","Napoli",NA,"27 M€"
"06/07","Italie","Marco Borriello","out","SPAL","Italy",NA,NA,""
"10/07","Brésil","Espeto","out","SPAL","Italy","Cremonese",NA,"Loan"
"24/07","Italie","Mattia Finotto","out","SPAL","Italy","Cittadella",NA,"Loan"
"25/07","Ghana","E. S.  Mawuli","out","SPAL","Italy","Catanzaro",NA,"Loan"
"26/07","Sénégal","Maurice Gomis","out","SPAL","Italy","Siracusa",NA,"Loan"
"01/08","Suède","P. M.  Konate","out","SPAL","Italy","FC Cincinnati","United States","Loan"
"02/08","Italie","A.  Bellemo","out","SPAL","Italy","Pro Vercelli",NA,""
"09/08","Pologne","Bartosz Salamon","out","SPAL","Italy","Frosinone",NA,"Loan"
"09/08","Italie","Eros Schiavon","out","SPAL","Italy","Pro Vercelli",NA,"Free"
"14/08","Italie","M.  Cremonesi","out","SPAL","Italy","Perugia",NA,"Loan"
"17/08","Finlande","S.  Väisänen","out","SPAL","Italy","Crotone",NA,"Loan"
"07/01","Brésil","Everton Luiz","out","SPAL","Italy","Salt Lake","United States",""
"09/01","Italie","S.  Esposito","out","SPAL","Italy","Ravenna",NA,"Loan"
"09/01","Sénégal","Demba Thiam","out","SPAL","Italy","Viterbese",NA,"Loan"
"15/01","Italie","Mattia Vitale","out","SPAL","Italy","Carpi",NA,"Loan"
"17/01","Italie","T.  Costantini","out","SPAL","Italy",NA,NA,""
"17/01","Suisse","Johan Djourou","out","SPAL","Italy",NA,NA,""
"17/01","Italie","J. P.  Murano","out","SPAL","Italy",NA,NA,""
"24/01","Italie","G.  Moncini","out","SPAL","Italy","Cittadella",NA,"Loan"
"24/01","Italie","F.  Viviani","out","SPAL","Italy","Frosinone",NA,"Loan"
"31/01","Serbie","Vanja Savic","out","SPAL","Italy","Ascoli",NA,"Loan"
"27/02","Suède","P. M.  Konate","out","SPAL","Italy","GIF Sundsvall","Sweden","Free"
"30/06","Italie","Mattia Aramu","in","Entella",NA,"Torino","Italy","Return from loan"
"30/06","Italie","S.  Auriletto","in","Reggina",NA,"Torino","Italy","Return from loan"
"01/07","Moldavie","V.  Damascan","in","Sheriff","Moldova","Torino","Italy","Return from loan"
"01/07","Equateur","Erick Ferigra","in","Fiorentina U-20",NA,"Torino","Italy","150 k€"
"01/07","Serbie","Sasa Lukic","in","Levante","Spain","Torino","Italy","Return from loan"
"01/07","Italie","V.  Parigini","in","Benevento",NA,"Torino","Italy","Return from loan"
"01/07","Italie","Matteo Procopio","in","Cremonese",NA,"Torino","Italy","Return from loan"
"04/07","Italie","Armando Izzo","in","Genoa",NA,"Torino","Italy","8 M€"
"05/07","Cameroun","N.  N'Koulou","in","Lyon","France","Torino","Italy",""
"10/07","Brésil","Bremer","in","Atlético MG","Brazil","Torino","Italy","5.8 M€"
"10/07","France","S.  Meïté","in","Monaco","France","Torino","Italy","10 M€"
"12/07","Italie","Antonio Rosati","in","Perugia",NA,"Torino","Italy",""
"13/08","Nigeria","Ola Aina","in","Chelsea","England","Torino","Italy",""
"17/08","Côte d'Ivoire","Koffi Djidji","in","Nantes","France","Torino","Italy","4.5 M€"
"17/08","Italie","Roberto Soriano","in","Villarreal","Spain","Torino","Italy","Loan"
"17/08","Italie","Simone Zaza","in","Valencia CF","Spain","Torino","Italy","12 M€"
"28/06","Brésil","Danilo Avelar","out","Torino","Italy","Corinthians","Brazil","2 M€"
"01/07","Cameroun","N.  N'Koulou","out","Torino","Italy","Lyon","France","Return from loan"
"06/07","Serbie","Vanja Savic","out","Torino","Italy","SPAL",NA,"Loan"
"07/07","Suède","S.  Gustafsson","out","Torino","Italy","Hellas Verona",NA,"Loan"
"10/07","Italie","Antonio Barreca","out","Torino","Italy","Monaco","France","12 M€"
"13/07","Italie","C.  Molinaro","out","Torino","Italy","Frosinone",NA,""
"18/07","Argentine","Lucas Boyé","out","Torino","Italy","AEK Athens","Greece","Loan"
"11/08","Nigeria","Joel Obi","out","Torino","Italy","Chievo",NA,""
"16/08","Italie","Kevin Bonifazi","out","Torino","Italy","SPAL",NA,""
"16/08","Italie","M.  Valdifiori","out","Torino","Italy","SPAL",NA,"1 M€"
"17/08","Ghana","Afriyie Acquah","out","Torino","Italy","Empoli",NA,"1 M€"
"17/08","Albanie","Arlind  Ajeti","out","Torino","Italy",NA,NA,""
"20/08","Italie","Matteo Procopio","out","Torino","Italy","Südtirol",NA,"Loan"
"30/08","Sénégal","Mbaye Niang","out","Torino","Italy","Rennes","France","15 M€"
"31/08","Italie","Mattia Aramu","out","Torino","Italy","Siena",NA,""
"31/08","Italie","S.  Auriletto","out","Torino","Italy","Matera",NA,"Loan"
"31/08","Serbie","Adem Ljajic","out","Torino","Italy","Besiktas","Turkey","6.5 M€"
"10/10","Argentine","N.  Burdisso","out","Torino","Italy",NA,NA,""
"04/01","Italie","Roberto Soriano","out","Torino","Italy","Bologna",NA,"8 M€"
"31/01","Italie","Simone Edera","out","Torino","Italy","Bologna",NA,"Loan"
"31/01","Brésil","Lyanco Vojnovic","out","Torino","Italy","Bologna",NA,"Loan"
"07/06","Espagne","J.  Velázquez","in","Alcorcón","Spain","Udinese","Italy","manager"
"15/06","Pays-Bas","Hidde Ter Avest","in","FC Twente","Netherlands","Udinese","Italy","Free"
"01/07","Ghana","Emmanuel Badu","in","Bursaspor","Turkey","Udinese","Italy","Return from loan"
"01/07","Sénégal","M.  Coulibaly","in","Pescara",NA,"Udinese","Italy","2 M€"
"01/07","Brésil","Felipe Vizeu","in","Flamengo","Brazil","Udinese","Italy",""
"01/07","Grèce","P.  Koné","in","AEK Athens","Greece","Udinese","Italy","Return from loan"
"01/07","Mali","Aly Mallé","in","Lorca FC","Spain","Udinese","Italy","Return from loan"
"01/07","Serbie","Petar Micin","in","Cukaricki","Serbia","Udinese","Italy",""
"01/07","Gabon","Y.  Musavu-King","in","St. Gallen","Switzerland","Udinese","Italy","Return from loan"
"01/07","Mali","Molla Wagué","in","Watford","England","Udinese","Italy","Return from loan"
"11/07","Argentine","J. A.  Musso","in","Racing Club","Argentina","Udinese","Italy",""
"13/07","Ghana","Nicholas Opoku","in","CA","Tunisia","Udinese","Italy","1.5 M€"
"17/07","Argentine","I.  Pussetto","in","Huracán","Argentina","Udinese","Italy","8 M€"
"18/07","Venezuela","Darwin Machís","in","Granada CF","Spain","Udinese","Italy",""
"26/07","Italie","R.  Mandragora","in","Juventus",NA,"Udinese","Italy","20 M€"
"31/07","Brésil","David Nícolas","in","Hellas Verona",NA,"Udinese","Italy","Loan"
"17/08","Italie","D'Alessandro","in","Atalanta",NA,"Udinese","Italy","Loan"
"17/08","Pologne","L.  Teodorczyk","in","Anderlecht","Belgium","Udinese","Italy",""
"17/08","Nigeria","Troost-Ekong","in","Bursaspor","Turkey","Udinese","Italy","3.3 M€"
"13/11","Italie","Davide Nicola","in",NA,NA,"Udinese","Italy","manager"
"08/01","Italie","Stefano Okaka","in","Watford","England","Udinese","Italy","Loan"
"10/01","Pays-Bas","M.  Zeegelaar","in","Watford","England","Udinese","Italy","Loan"
"17/01","Italie","Samuele Perisan","in","Padua",NA,"Udinese","Italy","Return from loan"
"25/01","France","S.  De Maio","in","Bologna",NA,"Udinese","Italy",""
"31/01","Brésil","Sandro","in","Genoa",NA,"Udinese","Italy",""
"31/01","Angleterre","Ben Wilmot","in","Watford","England","Udinese","Italy","Loan"
"01/03","Islande","Hallfredsson","in",NA,NA,"Udinese","Italy",""
"20/03","Croatie","Igor Tudor","in",NA,NA,"Udinese","Italy","manager"
"13/05","Mali","Molla Wagué","in","Nottingham","England","Udinese","Italy","Return from loan"
"24/04","Italie","Marco Negri","out","Udinese","Italy",NA,NA,"assistant manager"
"24/04","Italie","Massimo Oddo","out","Udinese","Italy",NA,NA,"manager"
"07/06","Italie","Mark Iuliano","out","Udinese","Italy",NA,NA,"assistant manager"
"07/06","Croatie","Igor Tudor","out","Udinese","Italy",NA,NA,"manager"
"30/06","Italie","R.  Ametrano","out","Udinese","Italy",NA,NA,"youth coach"
"30/06","Italie","Manuel Gerolin","out","Udinese","Italy",NA,NA,"Sporting Director"
"30/06","Italie","F.  Zampano","out","Udinese","Italy","Pescara",NA,"Return from loan"
"01/07","Argentine","Albano Bizzarri","out","Udinese","Italy",NA,NA,""
"05/07","Grèce","O.  Karnezis","out","Udinese","Italy","Napoli",NA,"2.5 M€"
"06/07","Italie","Mauro Coppolaro","out","Udinese","Italy","Venezia",NA,"Loan"
"06/07","République tchèque","Jakub Jankto","out","Udinese","Italy","Sampdoria",NA,"15 M€"
"10/07","Italie","Samuele Perisan","out","Udinese","Italy","Padua",NA,"Loan"
"12/07","Suisse","Silvan Widmer","out","Udinese","Italy","FC Basel","Switzerland","3.9 M€"
"14/07","Argentine","Maxi López","out","Udinese","Italy","Vasco","Brazil",""
"18/07","Croatie","Stipe Perica","out","Udinese","Italy","Frosinone",NA,"Loan"
"31/07","Islande","Hallfredsson","out","Udinese","Italy","Frosinone",NA,""
"01/08","Maroc","Nabil Jaadi","out","Udinese","Italy",NA,NA,""
"04/08","Pologne","P.  Bochniewicz","out","Udinese","Italy","Gornik Zabrze","Poland","Loan"
"06/08","Brésil","Ewandro","out","Udinese","Italy","Austria Vienna","Austria","Loan"
"09/08","Italie","Emanuele Rovini","out","Udinese","Italy","Pistoiese",NA,"Loan"
"16/08","Brésil","Danilo","out","Udinese","Italy","Bologna",NA,""
"16/08","France","Thomas Heurtaux","out","Udinese","Italy","Ankaragücü","Turkey",""
"17/08","Irak","Ali Adnan","out","Udinese","Italy","Atalanta",NA,"Loan"
"31/08","Italie","G.  Angella","out","Udinese","Italy","Charleroi","Belgium","Loan"
"31/08","Grèce","P.  Koné","out","Udinese","Italy",NA,NA,""
"31/08","Gabon","Y.  Musavu-King","out","Udinese","Italy",NA,NA,""
"13/11","Espagne","J.  Velázquez","out","Udinese","Italy",NA,NA,"manager"
"09/01","Brésil","Felipe Vizeu","out","Udinese","Italy","Grêmio","Brazil",""
"15/01","Mali","Aly Mallé","out","Udinese","Italy","Grasshops","Switzerland","Loan"
"16/01","Italie","Simone Scuffet","out","Udinese","Italy","Kasimpasa","Turkey","Loan"
"19/01","Italie","G.  Pezzella","out","Udinese","Italy","Genoa",NA,"Loan"
"22/01","Sénégal","M.  Coulibaly","out","Udinese","Italy","Carpi",NA,"Loan"
"24/01","Croatie","Andrija Balic","out","Udinese","Italy","Sittard","Netherlands","Loan"
"29/01","Venezuela","Darwin Machís","out","Udinese","Italy","Cádiz","Spain","Loan"
