"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"15/01","Côte d'Ivoire","H. J.  Traoré","in","Empoli",NA,"Fiorentina","Italy","15 M€"
"22/01","Italie","P.  Terracciano","in","Empoli",NA,"Fiorentina","Italy","Loan"
"10/04","Italie","V.  Montella","in",NA,NA,"Fiorentina","Italy","manager"
"07/06","Angola","Bruno Gaspar","out","Fiorentina","Italy","Sporting CP","Portugal","5 M€"
"24/06","Portugal","Gil Dias","out","Fiorentina","Italy","Nottingham","England","Loan"
"30/06","France","Vincent Laurini","out","Fiorentina","Italy","Empoli",NA,"Return from loan"
"30/06","Italie","R.  Saponara","out","Fiorentina","Italy","Empoli",NA,"Return from loan"
"30/06","Italie","M.  Sportiello","out","Fiorentina","Italy","Atalanta",NA,"Return from loan"
"01/07","Croatie","Milan Badelj","out","Fiorentina","Italy",NA,NA,""
"01/07","Italie","D.  Falcinelli","out","Fiorentina","Italy","Sassuolo",NA,"Return from loan"
"01/07","Italie","Simone Lo Faso","out","Fiorentina","Italy","Palermo",NA,"Return from loan"
"13/07","Ghana","Amidu Salifu","out","Fiorentina","Italy","Arezzo",NA,"Loan"
"08/08","Etats-Unis","Joshua Pérez","out","Fiorentina","Italy","LAFC","United States",""
"09/08","Uruguay","Jaime Baez","out","Fiorentina","Italy","Cosenza",NA,"Loan"
"09/08","Colombie","Carlos Sánchez","out","Fiorentina","Italy","West Ham","England","4.5 M€"
"09/08","Uruguay","A.  Schetino","out","Fiorentina","Italy","Cosenza",NA,"Loan"
"11/08","Italie","Giuseppe Caso","out","Fiorentina","Italy","Cuneo",NA,"Loan"
"17/08","Italie","R.  Saponara","out","Fiorentina","Italy","Sampdoria",NA,"Loan"
"17/08","Italie","Lorenzo Venuti","out","Fiorentina","Italy","Lecce",NA,"Loan"
"22/08","RD Congo","Luzayadio Bangu","out","Fiorentina","Italy","Matera",NA,"Loan"
"25/08","Italie","Luca Zanon","out","Fiorentina","Italy","Siena",NA,"Loan"
"31/08","Uruguay","S.  Cristóforo","out","Fiorentina","Italy","Getafe","Spain","Loan"
"24/12","Uruguay","M.  Olivera","out","Fiorentina","Italy","Olimpia","Paraguay","Loan"
"16/01","Côte d'Ivoire","H. J.  Traoré","out","Fiorentina","Italy","Empoli",NA,"Loan"
"22/01","Pologne","B.  Dragowski","out","Fiorentina","Italy","Empoli",NA,"Loan"
"31/01","Pays-Bas","Kevin Diks","out","Fiorentina","Italy","Empoli",NA,"Loan"
"31/01","France","V.  Eysseric","out","Fiorentina","Italy","Nantes","France","Loan"
"31/01","France","Cyril Théréau","out","Fiorentina","Italy","Cagliari",NA,"Loan"
"09/04","Italie","Stefano Pioli","out","Fiorentina","Italy",NA,NA,"manager"
"02/07","Italie","L.  Crisetig","in","Bologna",NA,"Frosinone","Italy","Loan"
"06/07","Italie","M.  Sportiello","in","Atalanta",NA,"Frosinone","Italy","Loan"
"13/07","Italie","C.  Molinaro","in","Torino",NA,"Frosinone","Italy",""
"15/07","Italie","E.  Goldaniga","in","Sassuolo",NA,"Frosinone","Italy","Loan"
"17/07","Italie","Paolo Ghiglione","in","Genoa B",NA,"Frosinone","Italy",""
"18/07","Croatie","Stipe Perica","in","Udinese",NA,"Frosinone","Italy","Loan"
"31/07","Islande","Hallfredsson","in","Udinese",NA,"Frosinone","Italy",""
"01/08","Italie","F.  Cassata","in","Sassuolo",NA,"Frosinone","Italy","Loan"
"07/08","Italie","A.  Iacobucci","in",NA,NA,"Frosinone","Italy","Free"
"09/08","Pologne","Bartosz Salamon","in","SPAL",NA,"Frosinone","Italy","Loan"
"14/08","Pays-Bas","Rai Vloet","in","Chiasso","Switzerland","Frosinone","Italy","Loan"
"16/08","Costa Rica","Joël Campbell","in",NA,NA,"Frosinone","Italy",""
"16/08","Italie","F.  Zampano","in","Pescara",NA,"Frosinone","Italy","Loan"
"17/08","Italie","Marco Capuano","in","Cagliari",NA,"Frosinone","Italy","1 M€"
"17/08","Italie","A.  Pinamonti","in","Inter Milan",NA,"Frosinone","Italy","Loan"
"18/12","Italie","Marco Baroni","in",NA,NA,"Frosinone","Italy","manager"
"19/12","Italie","Marco Bizzarri","in",NA,NA,"Frosinone","Italy","goalkeeping coach"
"08/01","Italie","Luca Valzania","in","Atalanta",NA,"Frosinone","Italy","Loan"
"24/01","République tchèque","Stefan Simic","in","AC Milan",NA,"Frosinone","Italy","Loan"
"24/01","Italie","F.  Viviani","in","SPAL",NA,"Frosinone","Italy","Loan"
"25/01","Italie","Marcello Trotta","in","Sassuolo",NA,"Frosinone","Italy",""
"01/07","Italie","A.  Frara","out","Frosinone","Italy",NA,NA,""
"01/07","Italie","Massimo Zappino","out","Frosinone","Italy",NA,NA,""
"08/07","Italie","Michele Volpe","out","Frosinone","Italy","Rimini",NA,"Loan"
"31/07","Italie","Mauro Vigorito","out","Frosinone","Italy","Lecce",NA,""
"01/08","Italie","R.  Crivello","out","Frosinone","Italy","Spezia",NA,"Free"
"09/08","Côte d'Ivoire","Moussa Kone","out","Frosinone","Italy","Erzurum BB","Turkey",""
"14/08","Italie","Adriano Russo","out","Frosinone","Italy",NA,NA,""
"16/08","Italie","Matteo Ciofani","out","Frosinone","Italy","Pescara",NA,""
"17/08","Italie","Nicola Citro","out","Frosinone","Italy","Venezia",NA,"Loan"
"17/08","Italie","E.  Terranova","out","Frosinone","Italy","Cremonese",NA,""
"18/12","Italie","Moreno Longo","out","Frosinone","Italy",NA,NA,"manager"
"01/01","Italie","Luca Matarese","out","Frosinone","Italy","Foggia",NA,""
"08/01","Italie","Danilo Soddimo","out","Frosinone","Italy","Cremonese",NA,""
"22/01","Islande","Hallfredsson","out","Frosinone","Italy",NA,NA,""
"24/01","Italie","L.  Crisetig","out","Frosinone","Italy","Benevento",NA,"Loan"
"25/01","Ghana","Emmanuel Besea","out","Frosinone","Italy","Venezia",NA,"Loan"
"26/01","Costa Rica","Joël Campbell","out","Frosinone","Italy","León","Mexico",""
"26/01","Croatie","Stipe Perica","out","Frosinone","Italy","Kasimpasa","Turkey","Loan"
"01/02","Pays-Bas","Rai Vloet","out","Frosinone","Italy","Saint-Trond","Belgium","Free"
"08/06","Pologne","K.  Piatek","in","Cracovia","Poland","Genoa","Italy","4 M€"
"01/07","France","L.  Callegari","in","Paris S-G B","France","Genoa","Italy","Free"
"01/07","Italie","D.  Criscito","in","Zenit","Russia","Genoa","Italy","Free"
"01/07","Roumanie","I. A.  Radu","in","Avellino",NA,"Genoa","Italy","8 M€"
"01/07","Argentine","Cristian Romero","in","Belgrano","Argentina","Genoa","Italy",""
"02/07","Serbie","Ivan Lakicevic","in",NA,NA,"Genoa","Italy","Free"
"02/07","Italie","F.  Marchetti","in",NA,NA,"Genoa","Italy",""
"02/07","Slovénie","Rok Vodisek","in","Olimpija","Slovenia","Genoa","Italy","Free"
"03/07","Brésil","Sandro","in","Benevento",NA,"Genoa","Italy","3.8 M€"
"09/07","Italie","Luca Mazzitelli","in","Sassuolo",NA,"Genoa","Italy","8 M€"
"11/07","Italie","Rômulo","in","Hellas Verona",NA,"Genoa","Italy","Free"
"12/07","Allemagne","Koray Günter","in",NA,NA,"Genoa","Italy","Free"
"13/07","Côte d'Ivoire","C.  Kouame","in","Cittadella",NA,"Genoa","Italy","5 M€"
"02/08","Italie","Nicola Dalmonte","in","AC Cesena",NA,"Genoa","Italy","Free"
"02/08","Argentine","Esteban Rolón","in","Málaga","Spain","Genoa","Italy","Loan"
"08/08","Italie","Andrea Favilli","in","Juventus",NA,"Genoa","Italy","7 M€"
"08/08","Argentine","Lisandro López","in","Benfica","Portugal","Genoa","Italy","Loan"
"17/08","Italie","G.  Lapadula","in","AC Milan",NA,"Genoa","Italy","11 M€"
"09/10","Croatie","Ivan Juric","in",NA,NA,"Genoa","Italy","manager"
"19/10","Portugal","Miguel Veloso","in",NA,NA,"Genoa","Italy","Free"
"07/12","Italie","Gabriele Pin","in",NA,NA,"Genoa","Italy","assistant manager"
"07/12","Italie","C.  Prandelli","in",NA,NA,"Genoa","Italy","manager"
"07/01","Brésil","Jandrei","in","Chapecoense","Brazil","Genoa","Italy","2.4 M€"
"19/01","Italie","G.  Pezzella","in","Udinese",NA,"Genoa","Italy","Loan"
"24/01","Italie","Stefano Sturaro","in","Sporting CP","Portugal","Genoa","Italy","16.5 M€"
"25/01","Paraguay","A.  Sanabria","in","Real Betis","Spain","Genoa","Italy","Loan"
"29/01","Danemark","Lukas Lerager","in","Bordeaux","France","Genoa","Italy","6 M€"
"31/01","Serbie","I.  Radovanovic","in","Chievo",NA,"Genoa","Italy","4 M€"
"08/06","Italie","Mattia Perin","out","Genoa","Italy","Juventus",NA,"12 M€"
"29/06","France","Loïck Landre","out","Genoa","Italy","Nîmes","France","Free"
"30/06","Italie","A.  Bertolacci","out","Genoa","Italy","AC Milan",NA,""
"30/06","Italie","G.  Lapadula","out","Genoa","Italy","AC Milan",NA,"Return from loan"
"01/07","Ghana","Isaac Cofie","out","Genoa","Italy",NA,NA,""
"01/07","Italie","Aleandro Rosi","out","Genoa","Italy",NA,NA,""
"01/07","Italie","Giuseppe Rossi","out","Genoa","Italy",NA,NA,""
"01/07","Maroc","Adel Taarabt","out","Genoa","Italy","Benfica","Portugal","Return from loan"
"01/07","Portugal","Miguel Veloso","out","Genoa","Italy",NA,NA,""
"02/07","Italie","F.  Renzetti","out","Genoa","Italy","Cremonese",NA,"400 k€"
"04/07","Italie","Armando Izzo","out","Genoa","Italy","Torino",NA,"8 M€"
"06/07","Italie","F.  Migliore","out","Genoa","Italy","Cremonese",NA,""
"11/07","Italie","L.  Morosini","out","Genoa","Italy","Brescia",NA,"1 M€"
"12/07","Italie","Eugenio Lamanna","out","Genoa","Italy","Spezia",NA,"300 k€"
"13/07","Argentine","Marcos Curado","out","Genoa","Italy","Avellino",NA,"Loan"
"18/07","Italie","Luca Rigoni","out","Genoa","Italy","Parma",NA,""
"25/07","Italie","R.  Fiamozzi","out","Genoa","Italy","Lecce",NA,""
"30/07","République tchèque","Lukas Zima","out","Genoa","Italy","Livorno",NA,"Loan"
"08/08","Italie","Luca Rossettini","out","Genoa","Italy","Chievo",NA,"Loan"
"10/08","Croatie","Petar Brlek","out","Genoa","Italy","Lugano","Switzerland","Loan"
"10/08","Argentine","Marcos Curado","out","Genoa","Italy","Crotone",NA,"Loan"
"10/08","Chili","T.  Rodríguez","out","Genoa","Italy","La Calera","Chile","Loan"
"14/08","Argentine","C.  Spinelli","out","Genoa","Italy","Crotone",NA,"Loan"
"15/08","Uruguay","Diego Laxalt","out","Genoa","Italy","AC Milan",NA,"14 M€"
"17/08","Italie","Luigi Carillo","out","Genoa","Italy","Brescia",NA,"Loan"
"17/08","Maroc","Jaouad El Yamiq","out","Genoa","Italy","Perugia",NA,"Loan"
"17/08","Bulgarie","A.  Galabinov","out","Genoa","Italy","Spezia",NA,""
"17/08","Serbie","Nikola Ninkovic","out","Genoa","Italy","Ascoli",NA,""
"24/08","France","L.  Callegari","out","Genoa","Italy","Ternana",NA,"Loan"
"29/08","Argentine","S.  Gentiletti","out","Genoa","Italy","Albacete","Spain","Free"
"09/10","Italie","D.  Ballardini","out","Genoa","Italy",NA,NA,"manager"
"06/12","Croatie","Ivan Juric","out","Genoa","Italy",NA,NA,"manager"
"01/01","Argentine","Nicolas Spolli","out","Genoa","Italy","Crotone",NA,"400 k€"
"21/01","Belgique","S.  Oméonga","out","Genoa","Italy","Hibernian","Scotland","Loan"
"23/01","Pologne","K.  Piatek","out","Genoa","Italy","AC Milan",NA,"35 M€"
"31/01","Argentine","Lisandro López","out","Genoa","Italy","Boca Juniors","Argentina","Loan"
"31/01","Italie","Rômulo","out","Genoa","Italy","Lazio",NA,"Loan"
"31/01","Brésil","Sandro","out","Genoa","Italy","Udinese",NA,""
"02/02","Portugal","Iuri Medeiros","out","Genoa","Italy","Legia","Poland","Loan"
"26/06","Belgique","R.  Nainggolan","in","AS Roma",NA,"Inter Milan","Italy","38 M€"
"30/06","Italie","Andrea Romano","in","Monza",NA,"Inter Milan","Italy","Return from loan"
"01/07","Ghana","Kwadwo Asamoah","in","Juventus",NA,"Inter Milan","Italy","Free"
"01/07","Pays-Bas","Stefan De Vrij","in","Lazio",NA,"Inter Milan","Italy","Free"
"01/07","Italie","R.  Di Gennaro","in","Spezia",NA,"Inter Milan","Italy","Return from loan"
"01/07","Portugal","Joao Mario","in","West Ham","England","Inter Milan","Italy","Return from loan"
"01/07","Italie","Matteo Politano","in","Sassuolo",NA,"Inter Milan","Italy","20 M€"
"04/07","Argentine","L.  Martínez","in","Racing Club","Argentina","Inter Milan","Italy","23 M€"
"31/07","Croatie","Sime Vrsaljko","in","Atlético","Spain","Inter Milan","Italy","Loan"
"08/08","Italie","M.  Di Gregorio","in","Avellino",NA,"Inter Milan","Italy","Return from loan"
"13/08","Sénégal","Keita Baldé","in","Monaco","France","Inter Milan","Italy","Loan"
"13/12","Italie","G.  Marotta","in",NA,NA,"Inter Milan","Italy","Chief Executive"
"26/01","Portugal","Cédric Soares","in","Southampton","England","Inter Milan","Italy","Loan"
"26/06","Italie","Davide Santon","out","Inter Milan","Italy","AS Roma",NA,""
"27/06","Portugal","Joao Cancelo","out","Inter Milan","Italy","Juventus",NA,"40.4 M€"
"30/06","Brésil","Rafinha","out","Inter Milan","Italy","Barça","Spain","Return from loan"
"01/07","Argentine","Lisandro López","out","Inter Milan","Italy","Benfica","Portugal","Return from loan"
"04/07","Italie","M.  Di Gregorio","out","Inter Milan","Italy","Avellino",NA,"Loan"
"05/07","Italie","Samuele Longo","out","Inter Milan","Italy","Huesca","Spain","Loan"
"13/07","Italie","Eder","out","Inter Milan","Italy","Jiangsu","China","5 M€"
"27/07","Italie","Francesco Forte","out","Inter Milan","Italy","Waasland","Belgium",""
"07/08","France","J.  Biabiany","out","Inter Milan","Italy","Parma",NA,"1.5 M€"
"07/08","Italie","F.  Dimarco","out","Inter Milan","Italy","Parma",NA,"Loan"
"08/08","Roumanie","George Puscas","out","Inter Milan","Italy","Palermo",NA,"3.3 M€"
"17/08","Italie","A.  Pinamonti","out","Inter Milan","Italy","Frosinone",NA,"Loan"
"24/08","Italie","M.  Di Gregorio","out","Inter Milan","Italy","Novara",NA,"Loan"
"30/08","Italie","Andrea Romano","out","Inter Milan","Italy","Cuneo",NA,"Loan"
"31/08","France","Yann Karamoh","out","Inter Milan","Italy","Bordeaux","France","Loan"
"08/11","Indonésie","Erick Thohir","out","Inter Milan","Italy","Oxford","England","chairman"
"02/01","France","Benoît Cauet","out","Inter Milan","Italy","Concarneau","France","superviseur"
"08/06","Italie","Mattia Perin","in","Genoa",NA,"Juventus","Italy","12 M€"
"21/06","Allemagne","Emre Can","in","Liverpool","England","Juventus","Italy","Free"
"27/06","Portugal","Joao Cancelo","in","Inter Milan",NA,"Juventus","Italy","40.4 M€"
"01/07","Brésil","Douglas Costa","in","Bayern","Germany","Juventus","Italy","46 M€"
"01/07","Italie","Moise Kean","in","Hellas Verona",NA,"Juventus","Italy","Return from loan"
"01/07","Italie","L.  Spinazzola","in","Atalanta",NA,"Juventus","Italy","Return from loan"
"10/07","Portugal","C.  Ronaldo","in","Real Madrid","Spain","Juventus","Italy","117 M€"
"01/08","Italie","L.  Bonucci","in","AC Milan",NA,"Juventus","Italy","Trade"
"29/01","Uruguay","M.  Cáceres","in","Lazio",NA,"Juventus","Italy","600 k€"
"05/06","Suisse","Lichtsteiner","out","Juventus","Italy","Arsenal","England","Free"
"13/06","Italie","Giuliano Lamma","out","Juventus","Italy",NA,NA,"assistant manager"
"30/06","Brésil","Douglas Costa","out","Juventus","Italy","Bayern","Germany","Return from loan"
"01/07","Ghana","Kwadwo Asamoah","out","Juventus","Italy","Inter Milan",NA,"Free"
"01/07","Italie","G.  Buffon","out","Juventus","Italy",NA,NA,""
"01/07","Allemagne","B.  Höwedes","out","Juventus","Italy","Schalke 04","Germany","Return from loan"
"01/07","Italie","F.  Margiotta","out","Juventus","Italy","Lausanne","Switzerland","1 M€"
"13/07","Colombie","Andrés Tello","out","Juventus","Italy","Benevento",NA,"3 M€"
"17/07","Italie","Emil Audero","out","Juventus","Italy","Sampdoria",NA,"20 M€"
"17/07","Brésil","Rogerio","out","Juventus","Italy","Sassuolo",NA,""
"25/07","Italie","A.  Brignoli","out","Juventus","Italy","Palermo",NA,"1 M€"
"26/07","Italie","R.  Mandragora","out","Juventus","Italy","Udinese",NA,"20 M€"
"27/07","Italie","G.  Magnani","out","Juventus","Italy","Sassuolo",NA,""
"28/07","Italie","Dario Del Fabro","out","Juventus","Italy","Cremonese",NA,"Loan"
"30/07","Croatie","Marko Pjaca","out","Juventus","Italy","Fiorentina",NA,"Loan"
"01/08","Italie","Mattia Caldara","out","Juventus","Italy","AC Milan",NA,"Trade"
"01/08","Argentine","G.  Higuaín","out","Juventus","Italy","AC Milan",NA,"Loan"
"04/08","Italie","Luca Marrone","out","Juventus","Italy","Hellas Verona",NA,""
"08/08","Italie","Andrea Favilli","out","Juventus","Italy","Genoa",NA,"7 M€"
"11/08","Italie","Stefano Sturaro","out","Juventus","Italy","Sporting CP","Portugal","Loan"
"14/08","Roumanie","L.  Branescu","out","Juventus","Italy","HNK Gorica","Croatia","Loan"
"17/08","Italie","Luca Clemenza","out","Juventus","Italy","Padua",NA,"Loan"
"17/08","Italie","C.  Marchisio","out","Juventus","Italy",NA,NA,""
"31/10","Italie","G.  Marotta","out","Juventus","Italy",NA,NA,"Chief Executive"
"28/01","Maroc","Medhi Benatia","out","Juventus","Italy","Al Duhail","Qatar","8 M€"
"09/06","Brésil","Maurício","in","Legia","Poland","Lazio","Italy","Return from loan"
"22/06","Danemark","Riza Durmisi","in","Real Betis","Spain","Lazio","Italy","6.5 M€"
"01/07","Italie","Danilo Cataldi","in","Benevento",NA,"Lazio","Italy","Return from loan"
"01/07","Italie","Luca Germoni","in","Perugia",NA,"Lazio","Italy","Return from loan"
"01/07","Pays-Bas","Ricardo Kishna","in","ADO Den Haag","Netherlands","Lazio","Italy","Return from loan"
"01/07","Italie","A.  Rossi","in","Salernitana",NA,"Lazio","Italy","Return from loan"
"03/07","Kosovo","Valon Berisha","in","Salzburg","Austria","Lazio","Italy","7.5 M€"
"04/07","Belgique","Silvio Proto","in",NA,NA,"Lazio","Italy","Free"
"11/07","Italie","F.  Acerbi","in","Sassuolo",NA,"Lazio","Italy","10 M€"
"30/07","Croatie","Milan Badelj","in",NA,NA,"Lazio","Italy","Free"
"31/07","Argentine","Joaquin Correa","in","Sevilla FC","Spain","Lazio","Italy","15 M€"
"31/01","Italie","Rômulo","in","Genoa",NA,"Lazio","Italy","Loan"
"30/06","Portugal","Nani","out","Lazio","Italy","Valencia CF","Spain","Return from loan"
"01/07","Pays-Bas","Stefan De Vrij","out","Lazio","Italy","Inter Milan",NA,"Free"
"01/07","Italie","Simone Palombi","out","Lazio","Italy","Lecce",NA,"Loan"
"16/07","Brésil","Felipe Anderson","out","Lazio","Italy","West Ham","England","40 M€"
"18/07","Croatie","Franjo Prce","out","Lazio","Italy","Omonia","Cyprus",""
"20/07","Italie","F.  Orlando","out","Lazio","Italy","Salernitana",NA,"Free"
"08/08","Italie","Luca Crecco","out","Lazio","Italy","Pescara",NA,""
"17/08","Pays-Bas","Djavan Anderson","out","Lazio","Italy","Salernitana",NA,"Loan"
"17/08","Brésil","Anderson","out","Lazio","Italy","Salernitana",NA,"Loan"
"17/08","Italie","D.  Di Gennaro","out","Lazio","Italy","Salernitana",NA,"Loan"
"17/08","Italie","Mattia Sprocati","out","Lazio","Italy","Parma",NA,""
"24/08","Italie","Luca Germoni","out","Lazio","Italy","Entella",NA,""
"31/08","Pays-Bas","Ricardo Kishna","out","Lazio","Italy","ADO Den Haag","Netherlands","Loan"
"31/08","Croatie","Ivan Vargic","out","Lazio","Italy","Anorthosis","Cyprus","Loan"
"17/10","Brésil","Maurício","out","Lazio","Italy","JDA","Malaysia","Free"
"16/01","Italie","A.  Rossi","out","Lazio","Italy","Venezia",NA,"Loan"
"29/01","Uruguay","M.  Cáceres","out","Lazio","Italy","Juventus",NA,"600 k€"
"30/01","Italie","A.  Murgia","out","Lazio","Italy","SPAL",NA,"Loan"
"23/05","Italie","Carlo Ancelotti","in",NA,NA,"Napoli","Italy","manager"
"30/06","Italie","Nikita Contini","in","Pontedera",NA,"Napoli","Italy","Return from loan"
"01/07","Italie","S.  Luperto","in","Empoli",NA,"Napoli","Italy","Return from loan"
"01/07","Serbie","N.  Maksimovic","in","Spartak","Russia","Napoli","Italy","Return from loan"
"01/07","Italie","Simone Verdi","in","Bologna",NA,"Napoli","Italy","25 M€"
"01/07","Brésil","Vinícius","in","Real Queluz","Portugal","Napoli","Italy","4 M€"
"02/07","Allemagne","Amin Younes","in","Ajax","Netherlands","Napoli","Italy","Free"
"05/07","Grèce","O.  Karnezis","in","Udinese",NA,"Napoli","Italy","2.5 M€"
"05/07","Italie","Alex Meret","in","SPAL",NA,"Napoli","Italy","27 M€"
"05/07","Espagne","Fabián Ruiz","in","Real Betis","Spain","Napoli","Italy","30 M€"
"08/08","France","Kévin Malcuit","in","Lille","France","Napoli","Italy","12 M€"
"17/08","Colombie","David Ospina","in","Arsenal","England","Napoli","Italy","3.5 M€"
"17/05","Italie","Nikita Contini","in","Siena",NA,"Napoli","Italy","Return from loan"
"23/05","Italie","Maurizio Sarri","out","Napoli","Italy",NA,NA,"manager"
"01/07","Croatie","Hrvoje Milic","out","Napoli","Italy",NA,NA,""
"01/07","Brésil","Rafael","out","Napoli","Italy",NA,NA,""
"01/07","Espagne","Pepe Reina","out","Napoli","Italy","AC Milan",NA,"Free"
"01/07","Colombie","Duvan Zapata","out","Napoli","Italy","Sampdoria",NA,"20 M€"
"06/07","Italie","C.  Maggio","out","Napoli","Italy","Benevento",NA,"Free"
"14/07","Italie","Jorginho","out","Napoli","Italy","Chelsea","England","57 M€"
"17/07","Italie","A.  Anastasio","out","Napoli","Italy","Cosenza",NA,"Loan"
"21/07","Italie","Roberto Insigne","out","Napoli","Italy","Benevento",NA,"1.5 M€"
"21/07","France","Z.  Machach","out","Napoli","Italy","Carpi",NA,"Loan"
"24/07","Italie","Amato Ciciretti","out","Napoli","Italy","Parma",NA,"Loan"
"14/08","Italie","Alberto Grassi","out","Napoli","Italy","Parma",NA,"Loan"
"14/08","Italie","Roberto Inglese","out","Napoli","Italy","Parma",NA,"Loan"
"17/08","Italie","Lorenzo Tonelli","out","Napoli","Italy","Sampdoria",NA,"Loan"
"18/08","Italie","Alfredo Bifulco","out","Napoli","Italy","Ternana",NA,"Loan"
"22/08","Italie","Nikita Contini","out","Napoli","Italy","Siena",NA,"Loan"
"22/08","Brésil","Vinícius","out","Napoli","Italy","Rio Ave","Portugal","Loan"
"29/01","Croatie","Marko Rog","out","Napoli","Italy","Sevilla FC","Spain","Loan"
"14/02","Slovaquie","Marek Hamsik","out","Napoli","Italy","Yifang","China","15 M€"
"30/06","Slovénie","Léo Stulac","in","Venezia",NA,"Parma","Italy","1.3 M€"
"01/07","Italie","R.  Gagliolo","in","Carpi",NA,"Parma","Italy","1.2 M€"
"01/07","Italie","L. A.  Scaglia","in","Foggia",NA,"Parma","Italy","Return from loan"
"10/07","Italie","Luigi Sepe","in","Fiorentina",NA,"Parma","Italy","Loan"
"11/07","Portugal","Bruno Alves","in","Rangers","Scotland","Parma","Italy","Free"
"14/07","Italie","Massimo Gobbi","in",NA,NA,"Parma","Italy","Free"
"18/07","Italie","Luca Rigoni","in","Genoa",NA,"Parma","Italy",""
"25/07","Italie","Amato Ciciretti","in","Napoli",NA,"Parma","Italy","Loan"
"07/08","Italie","A.  Bastoni","in","Atalanta",NA,"Parma","Italy","Loan"
"07/08","France","J.  Biabiany","in","Inter Milan",NA,"Parma","Italy","1.5 M€"
"07/08","Italie","F.  Dimarco","in","Inter Milan",NA,"Parma","Italy","Loan"
"14/08","Italie","Alberto Grassi","in","Napoli",NA,"Parma","Italy","Loan"
"14/08","Italie","Roberto Inglese","in","Napoli",NA,"Parma","Italy","Loan"
"17/08","Italie","A.  Deiola","in","Cagliari",NA,"Parma","Italy","Loan"
"17/08","Côte d'Ivoire","Gervinho","in","Hebei CF","China","Parma","Italy","Free"
"17/08","Italie","Mattia Sprocati","in","Lazio",NA,"Parma","Italy",""
"07/12","Argentine","Facundo Lescano","in","Telstar","Netherlands","Parma","Italy","Return from loan"
"15/01","Slovaquie","Juraj Kucka","in","Trabzonspor","Turkey","Parma","Italy",""
"31/01","Guinée équatoriale","Pepín","in","Pescara",NA,"Parma","Italy","Loan"
"31/01","Uruguay","Schiappacasse","in","Majadahonda","Spain","Parma","Italy","Loan"
"28/05","Italie","A.  Lucarelli","out","Parma","Italy",NA,NA,""
"30/06","Italie","A.  Anastasio","out","Parma","Italy","Napoli",NA,"Return from loan"
"30/06","Italie","R.  Gagliolo","out","Parma","Italy","Carpi",NA,"Return from loan"
"01/07","Italie","Amato Ciciretti","out","Parma","Italy","Benevento",NA,"Return from loan"
"01/07","Italie","Roberto Insigne","out","Parma","Italy","Napoli",NA,"Return from loan"
"04/07","Italie","Stefano Morrone","out","Parma","Italy","Sassuolo U-20",NA,"youth coach"
"09/07","Italie","Cristian Cauz","out","Parma","Italy","Piacenza",NA,"Loan"
"09/07","Italie","P.  Mazzocchi","out","Parma","Italy","Perugia",NA,"300 k€"
"13/07","Brésil","Brunori Sandri","out","Parma","Italy","Arezzo",NA,"Loan"
"16/07","Italie","Michele Nardi","out","Parma","Italy","Siena",NA,"Loan"
"04/08","Italie","F.  Giorno","out","Parma","Italy","Monza",NA,"Loan"
"06/08","Côte d'Ivoire","Y. H.  Kovadio","out","Parma","Italy","Cuneo",NA,"Loan"
"08/08","Italie","F. .  Golfo","out","Parma","Italy","Trapani",NA,"Loan"
"09/08","Italie","Marco Frediani","out","Parma","Italy","Ternana",NA,"Loan"
"10/08","Italie","Andrea Dini","out","Parma","Italy","Trapani",NA,"Loan"
"14/08","Argentine","Facundo Lescano","out","Parma","Italy","Telstar","Netherlands","Loan"
"16/08","Uruguay","J. M.  Ramos","out","Parma","Italy","Trapani",NA,"Loan"
"16/08","Italie","Manuel Scavone","out","Parma","Italy","Lecce",NA,"Loan"
"17/08","Italie","Cristian Galano","out","Parma","Italy","Foggia",NA,"Loan"
"23/08","Italie","Fausto Pizzi","out","Parma","Italy","Jiangsu","China","Head of Youth Development"
"27/08","Italie","L. A.  Scaglia","out","Parma","Italy","Catania",NA,"Loan"
"31/08","Italie","A. J.  Vacca","out","Parma","Italy","Casertana",NA,"Loan"
"01/09","Italie","V.  Di Cesare","out","Parma","Italy","Bari",NA,""
"15/12","Argentine","Hernán Crespo","out","Parma","Italy","Banfield","Argentina",""
"31/12","Italie","Amato Ciciretti","out","Parma","Italy","Ascoli",NA,"Loan"
"01/01","Italie","E.  Calaiò","out","Parma","Italy","Salernitana",NA,""
"11/01","Pays-Bas","Alessio Da Cruz","out","Parma","Italy","Spezia",NA,"Loan"
"12/01","Argentine","Facundo Lescano","out","Parma","Italy","Potenza",NA,"Loan"
"22/01","Italie","A.  Deiola","out","Parma","Italy","Cagliari",NA,"Return from loan"
"23/01","Italie","A.  Di Gaudio","out","Parma","Italy","Hellas Verona",NA,""
"30/01","Sénégal","Yves Baraye","out","Parma","Italy","Padua",NA,"Loan"
"30/01","Italie","Gianni Munari","out","Parma","Italy","Hellas Verona",NA,""
"14/06","Italie","Alex Ferrari","in","Bologna",NA,"Sampdoria","Italy","4.5 M€"
"18/06","Italie","Walter Sabatini","in",NA,NA,"Sampdoria","Italy","Technical Director"
"19/06","Gambie","Omar Colley","in","RC Genk","Belgium","Sampdoria","Italy","7.8 M€"
